Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Toyota,Corolla,2015,Gulf Arabic,Silver,Semi Full,2.5,Gas,Automatic,96000,Tabouk,40000,False
Mercedes,E,1998,Saudi,Bronze,Full,3.2,Gas,Automatic,490000,Dammam,8500,False
Geely,Azkarra,2021,Saudi,Grey,Full,1.5,Gas,Automatic,20000,Qassim,78000,False
Toyota,Camry,2021,Saudi,Silver,Standard,2.5,Gas,Automatic,10000,Taef,1519,False
Toyota,Camry,2013,Saudi,White,Full,2.5,Gas,Automatic,185000,Riyadh,0,True
Ford,Expedition,2014,Saudi,Black,Semi Full,5.4,Gas,Automatic,246000,Riyadh,0,True
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.6,Gas,Automatic,67000,Jazan,0,True
Ford,Marquis,2010,Other,White,Full,3.0,Gas,Automatic,250,Tabouk,30000,False
Kia,Optima,2018,Saudi,Black,Standard,2.0,Gas,Automatic,135000,Dammam,1345,False
Toyota,Corolla,2020,Saudi,Silver,Standard,1.6,Gas,Automatic,48563,Hail,1002,False
GMC,Yukon,2012,Saudi,Black,Standard,5.3,Gas,Automatic,440000,Riyadh,0,True
Lexus,ES,2017,Other,Silver,Full,3.5,Gas,Automatic,63800,Dammam,0,True
Lexus,ES,2021,Saudi,Silver,Full,2.5,Gas,Automatic,4000,Khobar,0,True
Toyota,Yaris,2017,Other,White,Standard,1.5,Gas,Automatic,208000,Yanbu,0,True
Kia,Cerato,2018,Gulf Arabic,White,Standard,1.6,Gas,Automatic,215000,Al-Medina,30000,False
GMC,Sierra,1984,Unknown,Red,Full,5.3,Gas,Automatic,289000,Jubail,0,True
Ford,Taurus,2014,Unknown,Red,Standard,3.5,Gas,Automatic,93000,Riyadh,0,True
GMC,Suburban,1994,Other,Brown,Standard,5.3,Gas,Automatic,3700562,Aseer,0,True
Toyota,Camry,2016,Unknown,White,Full,2.5,Gas,Automatic,240000,Riyadh,0,True
Kia,Cadenza,2020,Saudi,Navy,Standard,3.3,Gas,Automatic,33300,Riyadh,2191,False
Toyota,Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,198,Riyadh,48000,False
Cadillac,Escalade,2007,Other,Black,Semi Full,6.2,Gas,Automatic,476000,Qassim,18000,False
Kia,Optima,2013,Saudi,White,Standard,1.6,Gas,Automatic,200,Riyadh,0,True
Ford,Taurus,2014,Unknown,White,Standard,3.5,Gas,Automatic,266000,Taef,50000,False
Renault,Fluence,2015,Gulf Arabic,White,Full,1.6,Gas,Automatic,87000,Qassim,0,True
Chevrolet,Traverse,2014,Unknown,Black,Standard,3.6,Gas,Automatic,195000,Riyadh,42000,False
Kia,Carenz,2015,Saudi,White,Standard,2.0,Gas,Automatic,147,Riyadh,32000,False
Hyundai,Sonata,2013,Saudi,White,Standard,2.4,Gas,Manual,490000,Hafar Al-Batin,16000,False
BMW,X,2015,Saudi,White,Semi Full,4.3,Gas,Automatic,168000,Riyadh,0,True
Toyota,Furniture,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,28000,Dammam,110000,False
Ford,Explorer,2006,Saudi,Brown,Semi Full,4.1,Gas,Automatic,450000,Makkah,0,True
Toyota,Land Cruiser,2006,Saudi,White,Standard,4.5,Gas,Manual,86000,Dammam,90000,False
Toyota,Land Cruiser,2006,Saudi,White,Full,4.5,Gas,Automatic,199000,Dammam,77000,False
Toyota,Land Cruiser,2006,Saudi,Another Color,Full,4.5,Gas,Automatic,215000,Dammam,79000,False
Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,201000,Dammam,85000,False
Ford,Edge,2007,Saudi,Silver,Full,3.5,Gas,Automatic,270000,Dammam,0,True
Nissan,Pathfinder,2014,Saudi,Silver,Semi Full,6.0,Gas,Automatic,23800,Riyadh,40000,False
Hyundai,H1,2016,Other,Another Color,Standard,2.4,Diesel,Automatic,106,Qassim,0,True
Jeep,Grand Cherokee,2015,Saudi,Silver,Standard,3.6,Gas,Automatic,148,Jeddah,69500,False
Toyota,Land Cruiser,2013,Saudi,White,Full,7.4,Gas,Automatic,200,Besha,0,True
Nissan,Datsun,2015,Saudi,White,Full,2.4,Gas,Manual,200000,Taef,35000,False
Hyundai,Accent,2007,Gulf Arabic,Blue,Standard,1.6,Gas,Manual,382010,Riyadh,9000,False
Mitsubishi,Pajero,2018,Saudi,White,Full,3.8,Gas,Automatic,62000,Aseer,82000,False
Jaguar,XF,2017,Saudi,Black,Full,2.0,Gas,Automatic,100000,Aseer,95000,False
Mercedes,C,2018,Other,Grey,Full,2.0,Gas,Automatic,91000,Aseer,138000,False
Toyota,Land Cruiser Pickup,2016,Gulf Arabic,Another Color,Semi Full,4.6,Gas,Manual,169000,Jubail,0,True
Mazda,CX5,2019,Saudi,White,Standard,2.5,Gas,Automatic,84000,Hail,75000,False
Chevrolet,Suburban,2007,Saudi,Black,Full,5.3,Gas,Automatic,300000,Qurayyat,30000,False
Ford,Victoria,2011,Saudi,Another Color,Standard,4.6,Gas,Automatic,128000,Yanbu,43000,False
Mazda,CX5,2021,Saudi,Blue,Full,2.5,Gas,Automatic,4950,Makkah,117000,False
Nissan,Pathfinder,2006,Saudi,Blue,Semi Full,4.0,Gas,Automatic,325000,Riyadh,15000,False
GMC,Yukon,2008,Gulf Arabic,Golden,Full,8.0,Gas,Automatic,350000,Khobar,0,True
Hyundai,Sonata,2009,Unknown,Golden,Semi Full,2.4,Gas,Manual,270000,Jeddah,0,True
GMC,Yukon,2013,Saudi,White,Full,5.3,Gas,Automatic,19400,Yanbu,95000,False
Chevrolet,Caprice,2011,Unknown,Black,Standard,6.0,Gas,Automatic,259000,Riyadh,0,True
Hyundai,Sonata,2013,Saudi,Grey,Semi Full,2.4,Gas,Automatic,440000,Dammam,0,True
Toyota,Hilux,2009,Saudi,White,Standard,1.5,Gas,Manual,25788,Makkah,30000,False
Toyota,Prado,2018,Saudi,White,Semi Full,4.0,Gas,Automatic,131000,Qassim,137000,False
Audi,A7,2014,Saudi,White,Full,2.8,Gas,Automatic,182000,Riyadh,0,True
Hyundai,Elantra,2014,Saudi,White,Full,1.6,Gas,Automatic,410000,Riyadh,25000,False
Nissan,Armada,2014,Saudi,Red,Full,5.6,Gas,Automatic,284686,Riyadh,0,True
Hyundai,Accent,2019,Saudi,Another Color,Standard,1.4,Gas,Automatic,35000,Aseer,0,True
GMC,Acadia,2010,Saudi,Black,Semi Full,3.6,Gas,Automatic,269,Qassim,0,True
Audi,A7,2016,Saudi,Grey,Full,3.0,Gas,Automatic,130000,Dammam,125000,False
Daihatsu,Delta,1990,Gulf Arabic,Another Color,Full,3.7,Gas,Automatic,15800,Najran,50000,False
Mazda,CX9,2020,Saudi,Navy,Full,2.5,Gas,Automatic,29000,Khobar,0,True
Ford,Taurus,2015,Saudi,Silver,Standard,3.5,Gas,Automatic,253000,Qassim,0,True
Chevrolet,Impala,2016,Saudi,White,Semi Full,3.6,Gas,Automatic,51000,Riyadh,62000,False
Chevrolet,Tahoe,2011,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,206000,Riyadh,37000,False
Toyota,Prado,2010,Saudi,White,Full,4.0,Gas,Automatic,260000,Al-Medina,0,True
Hyundai,Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,230000,Aseer,45000,False
GMC,Yukon,2013,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,7800,Dammam,110000,False
Toyota,Camry,2014,Gulf Arabic,White,Standard,2.5,Gas,Automatic,130000,Jeddah,37000,False
Isuzu,D-MAX,2012,Saudi,White,Standard,2.5,Diesel,Manual,215000,Jeddah,0,True
Ford,Taurus,2011,Other,White,Semi Full,3.5,Gas,Automatic,400000,Aseer,0,True
Mercedes,E,2019,Other,Silver,Standard,2.0,Gas,Automatic,28000,Riyadh,0,True
Toyota,Camry,2007,Gulf Arabic,Silver,Full,2.4,Gas,Manual,450,Tabouk,16500,False
Geely,Azkarra,2021,Saudi,White,Full,1.5,Gas,Automatic,23000,Dammam,75000,False
Hyundai,Sonata,2018,Saudi,Grey,Semi Full,2.4,Gas,Automatic,179000,Makkah,42000,False
Toyota,Land Cruiser,2014,Gulf Arabic,White,Full,4.6,Gas,Automatic,213000,Dammam,142000,False
Toyota,Land Cruiser,2015,Gulf Arabic,White,Full,4.6,Gas,Automatic,280000,Dammam,140000,False
Toyota,Land Cruiser,2013,Saudi,White,Full,4.6,Gas,Automatic,281000,Dammam,135000,False
Toyota,Land Cruiser,2015,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,248000,Dammam,135000,False
Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,4.6,Gas,Automatic,308000,Dammam,120000,False
Toyota,Innova,2020,Saudi,White,Standard,2.7,Gas,Automatic,50000,Dammam,83000,False
Toyota,Rav4,2018,Saudi,White,Semi Full,2.5,Gas,Automatic,74000,Dammam,79000,False
Mazda,CX9,2016,Gulf Arabic,White,Full,3.7,Gas,Automatic,193000,Dammam,68000,False
Ford,Expedition,2014,Saudi,Black,Semi Full,5.4,Gas,Automatic,151000,Dammam,65000,False
Nissan,X-Trail,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,99000,Dammam,62000,False
Hyundai,H1,2016,Saudi,Silver,Semi Full,2.4,Gas,Automatic,91000,Dammam,52000,False
Ford,Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,190000,Dammam,50000,False
Toyota,Camry,2015,Saudi,White,Standard,2.5,Gas,Automatic,277000,Dammam,48000,False
Ford,Expedition,2012,Saudi,Silver,Standard,5.4,Gas,Automatic,207000,Dammam,47000,False
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,327000,Dammam,46000,False
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,319000,Dammam,46000,False
Kia,Carnival,2016,Saudi,Bronze,Semi Full,3.3,Gas,Automatic,243000,Dammam,46000,False
Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,55000,Dammam,45000,False
Nissan,Navara,2016,Saudi,White,Standard,2.4,Gas,Manual,204000,Dammam,42000,False
Nissan,Patrol,2006,Saudi,White,Standard,4.0,Gas,Manual,106000,Dammam,37000,False
Hyundai,Accent,2017,Saudi,Brown,Standard,1.4,Gas,Automatic,186000,Dammam,30000,False
Mercury,Grand Marquis,2011,Saudi,Blue,Semi Full,4.6,Gas,Automatic,300000,Dammam,27000,False
Mitsubishi,Pajero,2016,Saudi,White,Standard,3.8,Gas,Automatic,199000,Dammam,0,True
Lexus,GS,2016,Other,Silver,Semi Full,2.5,Gas,Automatic,58000,Dammam,137000,False
Chevrolet,Tahoe,2015,Other,White,Full,5.3,Gas,Automatic,193000,Dammam,118000,False
Ford,Taurus,2017,Other,Grey,Semi Full,3.5,Gas,Automatic,131000,Dammam,67000,False
Ford,Taurus,2016,Other,Grey,Semi Full,3.5,Gas,Automatic,123000,Dammam,65000,False
Ford,Expedition,2013,Saudi,White,Full,3.8,Gas,Automatic,300000,Dammam,55000,False
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,67000,Dammam,52000,False
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,69600,Dammam,52000,False
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,52000,Dammam,51000,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,54000,Dammam,42000,False
Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,80000,Dammam,42000,False
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,117000,Dammam,33000,False
Ford,Taurus,2016,Saudi,Silver,Semi Full,4.0,Gas,Automatic,155000,Riyadh,0,True
BMW,The 5,2016,Saudi,Silver,Full,2.0,Gas,Automatic,120000,Riyadh,61000,False
Mazda,CX9,2008,Saudi,Navy,Semi Full,3.6,Gas,Automatic,300000,Riyadh,0,True
Toyota,Camry,2016,Saudi,White,Full,2.2,Gas,Automatic,169000,Al-Medina,0,True
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,93000,Al-Medina,0,True
Kia,Cerato,2016,Saudi,Red,Semi Full,2.0,Gas,Automatic,99000,Al-Medina,0,True
Toyota,Camry,2016,Saudi,Another Color,Full,2.5,Gas,Automatic,162000,Al-Medina,0,True
Toyota,Land Cruiser,2013,Saudi,White,Semi Full,4.8,Gas,Automatic,259000,Al-Medina,0,True
Hyundai,Azera,2017,Saudi,Blue,Semi Full,3.0,Gas,Automatic,75000,Al-Medina,0,True
Toyota,Furniture,2013,Saudi,White,Standard,2.7,Gas,Automatic,119000,Al-Medina,0,True
Toyota,Rush,2020,Saudi,White,Full,1.5,Gas,Automatic,12000,Al-Medina,0,True
Toyota,Land Cruiser,2016,Saudi,White,Standard,4.6,Gas,Automatic,84000,Al-Medina,0,True
Toyota,Furniture,2016,Saudi,Silver,Standard,2.5,Gas,Automatic,119000,Al-Medina,0,True
Toyota,Furniture,2015,Saudi,Navy,Standard,2.7,Gas,Automatic,221000,Al-Medina,0,True
Toyota,Land Cruiser Pickup,2016,Saudi,Bronze,Semi Full,4.8,Gas,Manual,198000,Al-Medina,0,True
Toyota,Land Cruiser,2008,Saudi,White,Semi Full,4.5,Gas,Automatic,545000,Al-Medina,0,True
Hyundai,Senta fe,2016,Saudi,Red,Full,3.3,Gas,Automatic,125000,Al-Medina,0,True
Nissan,Pathfinder,2016,Saudi,Silver,Semi Full,3.5,Gas,Automatic,155000,Al-Medina,0,True
Lexus,IS,2014,Saudi,Red,Full,3.5,Gas,Automatic,45000,Al-Medina,0,True
Dodge,Charger,2018,Saudi,Silver,Full,5.7,Gas,Automatic,15000,Al-Medina,0,True
Toyota,Innova,2013,Gulf Arabic,White,Standard,2.7,Gas,Automatic,2211963,Riyadh,0,True
GMC,Sierra,2014,Saudi,Brown,Semi Full,5.3,Gas,Automatic,155000,Riyadh,66500,False
Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,185000,Hail,43000,False
Toyota,Camry,2007,Saudi,White,Full,2.5,Gas,Automatic,420,Al-Medina,30000,False
Toyota,Innova,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,224000,Al-Medina,62000,False
Nissan,Datsun,2013,Saudi,White,Full,2.4,Gas,Manual,200935,Dammam,0,True
Mercedes,S,2020,Gulf Arabic,Black,Full,3.0,Gas,Automatic,53000,Dammam,365000,False
Toyota,Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,170000,Makkah,50000,False
Ford,Fusion,2016,Saudi,Black,Semi Full,2.5,Gas,Automatic,2000,Dammam,0,True
Toyota,Corolla,2013,Saudi,White,Semi Full,1.6,Gas,Automatic,190000,Jeddah,21000,False
Ford,Explorer,2016,Saudi,Navy,Standard,3.5,Gas,Automatic,87300,Riyadh,105000,False
Hyundai,Tucson,2018,Saudi,Another Color,Standard,1.6,Gas,Automatic,146000,Dammam,75000,False
Ford,Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,270000,Riyadh,49500,False
Hyundai,Elantra,2016,Other,White,Semi Full,2.0,Gas,Automatic,248767,Riyadh,0,True
Nissan,Gloria,1999,Saudi,White,Full,3.0,Gas,Automatic,147500,Riyadh,27500,False
BMW,The 5,2009,Saudi,Black,Full,2.3,Gas,Automatic,216500,Riyadh,24000,False
Mercury,Grand Marquis,2008,Other,Navy,Full,4.0,Gas,Automatic,362000,Jeddah,19000,False
Toyota,Land Cruiser,2001,Saudi,White,Full,1.6,Gas,Automatic,470000,Riyadh,0,True
Hyundai,Senta fe,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,190000,Aseer,0,True
Chevrolet,Suburban,1997,Other,Oily,Semi Full,6.0,Gas,Automatic,292764,Al-Medina,4000,False
Nissan,Pathfinder,2014,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,208000,Riyadh,0,True
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Manual,19200,Jeddah,0,True
Nissan,Patrol,2010,Saudi,White,Full,5.6,Gas,Automatic,254000,Qassim,0,True
Toyota,FJ,2008,Saudi,Bronze,Full,4.0,Gas,Automatic,300000,Riyadh,50000,False
Toyota,Furniture,2015,Saudi,White,Semi Full,4.0,Gas,Automatic,103000,Dammam,86000,False
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,184000,Aseer,70000,False
Ford,Taurus,2014,Saudi,Black,Semi Full,3.5,Gas,Automatic,300,Riyadh,0,True
BMW,The 5,2018,Gulf Arabic,Black,Standard,2.0,Gas,Automatic,16000,Jubail,145000,False
Chrysler,C300,2016,Saudi,Black,Full,5.7,Gas,Automatic,113000,Riyadh,0,True
Nissan,Patrol,2019,Saudi,White,Full,4.0,Gas,Automatic,42000,Jeddah,185000,False
Lexus,LX,2014,Saudi,White,Semi Full,5.7,Gas,Automatic,450000,Jubail,0,True
Chevrolet,Tahoe,2014,Saudi,Silver,Semi Full,3.5,Gas,Automatic,95560,Dammam,80000,False
Hyundai,Elantra,2020,Saudi,White,Standard,2.0,Gas,Automatic,130000,Dammam,53000,False
Toyota,FJ,2012,Saudi,Black,Full,4.0,Gas,Automatic,35000,Riyadh,70000,False
Toyota,Land Cruiser,2007,Gulf Arabic,White,Semi Full,4.5,Gas,Manual,480000,Dammam,62000,False
Ford,Expedition,2009,Saudi,Grey,Standard,5.4,Gas,Automatic,318500,Riyadh,24500,False
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,115,Riyadh,22500,False
Toyota,Hilux,2015,Saudi,White,Standard,2.7,Gas,Manual,300000,Riyadh,75000,False
Ford,Victoria,2011,Saudi,Brown,Full,4.6,Gas,Automatic,343000,Jeddah,29000,False
Lexus,LX,2020,Saudi,White,Full,5.7,Gas,Automatic,30000,Dammam,468000,False
Land Rover,Range Rover,2020,Other,Black,Full,5.0,Gas,Automatic,19000,Dammam,610000,False
Toyota,Corolla,2015,Saudi,Silver,Semi Full,1.6,Gas,Automatic,201000,Jeddah,35000,False
Chevrolet,Spark,2019,Saudi,White,Standard,1.4,Gas,Automatic,90000,Riyadh,26000,False
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,92904,Riyadh,25000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,100000,Riyadh,33000,False
Mazda,BT-50,2014,Saudi,White,Standard,2.5,Gas,Manual,38000,Al-Medina,0,True
Mercedes,SEL,1990,Other,Grey,Full,4.0,Gas,Automatic,89000,Dammam,75000,False
Mazda,3,2018,Saudi,Brown,Standard,2.0,Gas,Automatic,100000,Riyadh,53000,False
Toyota,Avalon,2011,Saudi,White,Full,3.5,Gas,Automatic,359000,Riyadh,60000,False
Mercedes,S,2018,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,590,Dammam,390000,False
Lexus,LX,2018,Saudi,Navy,Full,5.7,Gas,Automatic,98000,Riyadh,365000,False
Toyota,Prado,2018,Gulf Arabic,White,Standard,4.0,Gas,Automatic,90000,Jeddah,138000,False
Mitsubishi,Pajero,2015,Saudi,Brown,Semi Full,3.5,Gas,Automatic,99000,Al-Ahsa,55000,False
Toyota,Camry,2017,Saudi,Another Color,Standard,2.5,Gas,Automatic,84000,Qassim,45000,False
Hyundai,Accent,2016,Saudi,Grey,Standard,1.4,Gas,Automatic,151000,Dammam,24000,False
BMW,The 7,2007,Other,Black,Semi Full,6.0,Gas,Automatic,223000,Hail,0,True
Mercedes,SLK,2013,Gulf Arabic,Silver,Full,1.8,Gas,Automatic,137000,Riyadh,0,True
Nissan,Sentra,2019,Saudi,Brown,Standard,1.6,Gas,Manual,90000,Riyadh,0,True
GMC,Yukon,2009,Saudi,Another Color,Full,6.0,Gas,Automatic,182,Dammam,42000,False
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,30000,Dammam,46000,False
Ford,Expedition,2003,Saudi,Black,Full,5.4,Gas,Automatic,400000,Al-Jouf,4000,False
Hyundai,Tucson,2015,Gulf Arabic,White,Standard,2.0,Gas,Automatic,66000,Jeddah,47000,False
Mercedes,S,2015,Other,Black,Full,3.0,Gas,Automatic,300000,Riyadh,188000,False
Hyundai,Elantra,2016,Unknown,White,Standard,2.0,Gas,Automatic,120000,Al-Jouf,0,True
Nissan,Datsun,2016,Unknown,White,Full,2.4,Gas,Manual,193000,Al-Medina,0,True
Kia,Optima,2018,Unknown,Black,Semi Full,2.4,Gas,Automatic,125000,Tabouk,55000,False
Chevrolet,Silverado,2010,Other,White,Semi Full,5.3,Gas,Automatic,73000,Al-Ahsa,37000,False
Nissan,Maxima,2014,Gulf Arabic,White,Semi Full,3.5,Gas,Automatic,180,Riyadh,40000,False
Nissan,Patrol,2019,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,72000,Najran,160000,False
Toyota,Land Cruiser,2004,Saudi,White,Full,4.0,Gas,Manual,600000,Jeddah,34800,False
Hyundai,Tuscani,2016,Saudi,Red,Semi Full,2.0,Gas,Automatic,95000,Riyadh,55000,False
Toyota,Hilux,2017,Saudi,White,Semi Full,2.4,Gas,Manual,282900,Riyadh,0,True
Ford,Victoria,2011,Saudi,Bronze,Full,1.2,Gas,Automatic,60000,Jeddah,55000,False
Chevrolet,Suburban,2012,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,454000,Al-Medina,0,True
Mercedes,POS24,1983,Other,Another Color,Full,8.0,Diesel,Manual,9999999,Aseer,0,True
Chevrolet,Kaptiva,2012,Saudi,Black,Semi Full,1.9,Gas,Automatic,50000,Al-Medina,27000,False
Ford,Fusion,2014,Saudi,White,Full,2.5,Gas,Automatic,118000,Dammam,0,True
GMC,Yukon,2012,Saudi,Black,Semi Full,5.3,Gas,Automatic,267,Dammam,0,True
Jeep,Compass,2016,Saudi,White,Full,2.4,Gas,Automatic,247885,Jazan,38999,False
Toyota,Prado,2006,Saudi,Silver,Semi Full,4.0,Gas,Manual,2800000,Makkah,35000,False
Toyota,Land Cruiser,2003,Saudi,Silver,Semi Full,4.6,Gas,Automatic,520000,Hail,0,True
Kia,Sorento,2012,Saudi,White,Semi Full,6.0,Gas,Automatic,350000,Dammam,0,True
Toyota,Camry,2015,Saudi,White,Standard,1.5,Gas,Automatic,180,Arar,28000,False
Kia,Optima,2019,Saudi,Brown,Standard,2.0,Gas,Automatic,91000,Qassim,1440,False
HAVAL,H9,2021,Saudi,White,Full,2.0,Gas,Automatic,600,Riyadh,0,True
Mitsubishi,Montero,2020,Saudi,Navy,Full,3.0,Gas,Automatic,50000,Jeddah,0,True
Toyota,Land Cruiser Pickup,2016,Other,Brown,Standard,4.0,Gas,Manual,280000,Riyadh,0,True
Toyota,Land Cruiser,2016,Gulf Arabic,White,Full,4.6,Gas,Manual,95000,Hail,160000,False
Lexus,LX,2014,Gulf Arabic,Golden,Full,5.7,Gas,Automatic,128000,Tabouk,0,True
Toyota,FJ,2012,Other,Black,Full,4.0,Gas,Automatic,69000,Makkah,0,True
Nissan,Armada,2012,Saudi,Blue,Full,5.6,Gas,Automatic,138000,Jeddah,60000,False
Audi,A3,2016,Saudi,Navy,Full,1.4,Gas,Automatic,59000,Jeddah,70000,False
Toyota,Camry,2019,Saudi,White,Full,2.5,Gas,Automatic,36000,Aseer,95000,False
Nissan,Murano,2008,Saudi,Black,Standard,1.0,Gas,Automatic,300,Riyadh,9500,False
Toyota,Hilux,2013,Saudi,White,Full,2.7,Gas,Manual,399,Wadi Dawasir,0,True
Dodge,Durango,2016,Saudi,White,Standard,3.6,Gas,Automatic,48000,Riyadh,0,True
Chevrolet,Tahoe,2013,Saudi,Black,Standard,1.8,Gas,Automatic,350000,Dammam,50000,False
Toyota,Ciocca,2010,Saudi,Black,Standard,5.7,Gas,Automatic,192000,Jeddah,0,True
Kia,Sportage,2017,Saudi,Golden,Standard,2.0,Gas,Automatic,75000,Al-Ahsa,50000,False
Ford,Taurus,2010,Other,Golden,Full,3.5,Gas,Automatic,163,Jazan,0,True
Toyota,Cressida,1991,Other,White,Full,2.4,Gas,Manual,100,Riyadh,5000,False
Lexus,LX,2020,Saudi,Black,Full,5.7,Gas,Automatic,10800,Jeddah,418000,False
Ford,Expedition,2011,Saudi,Black,Semi Full,1.6,Gas,Automatic,173000,Jubail,0,True
Toyota,Cressida,1991,Saudi,White,Semi Full,2.4,Gas,Manual,3000000,Jeddah,0,True
Ford,Expedition,2007,Saudi,Blue,Semi Full,5.4,Gas,Automatic,300,Aseer,18000,False
Hyundai,Elantra,2006,Other,Golden,Standard,1.0,Gas,Manual,2500,Jeddah,9500,False
Chevrolet,Tahoe,2013,Other,Black,Standard,5.3,Gas,Automatic,350,Dammam,0,True
Land Rover,Range Rover,2020,Saudi,Black,Full,5.0,Gas,Automatic,100,Dammam,700000,False
BMW,X,2020,Gulf Arabic,Oily,Full,3.0,Gas,Automatic,2300,Dammam,465000,False
BMW,The 7,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,4500,Dammam,325000,False
Aston Martin,DB9,2010,Saudi,Bronze,Full,6.0,Gas,Automatic,71000,Dammam,180000,False
Maserati,Quattroporte,2014,Gulf Arabic,White,Full,3.8,Gas,Automatic,115000,Dammam,125000,False
Porsche,Cayman,2008,Saudi,Blue,Full,2.0,Gas,Automatic,66000,Dammam,70000,False
Maserati,Levante,2020,Saudi,Blue,Full,3.0,Gas,Automatic,500,Dammam,370000,False
Audi,A8,2019,Saudi,Navy,Full,3.0,Gas,Automatic,41000,Dammam,325000,False
Audi,A8,2018,Gulf Arabic,Black,Full,3.0,Gas,Automatic,68800,Dammam,315000,False
Mercedes,C,2019,Saudi,Silver,Semi Full,2.0,Gas,Automatic,44000,Dammam,185000,False
Mercedes,C,2018,Saudi,Grey,Full,3.0,Gas,Automatic,44000,Dammam,180000,False
Suzuki,Jimny,2020,Saudi,White,Full,1.5,Gas,Automatic,12000,Dammam,175000,False
Mercedes,C,2015,Saudi,Red,Full,2.0,Gas,Automatic,125000,Dammam,119000,False
Toyota,Land Cruiser,2013,Unknown,White,Full,4.6,Gas,Automatic,200000,Riyadh,0,True
Kia,Carenz,2013,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,149000,Riyadh,0,True
Lexus,LX,1999,Other,Grey,Standard,1.0,Gas,Automatic,300,Riyadh,0,True
Nissan,Armada,2007,Gulf Arabic,White,Full,5.6,Gas,Automatic,290000,Jeddah,0,True
Ford,Marquis,2005,Gulf Arabic,Golden,Semi Full,8.0,Gas,Automatic,291000,Aseer,0,True
Ford,Taurus,2010,Other,Silver,Semi Full,3.5,Gas,Automatic,318000,Riyadh,23000,False
Maserati,Levante,2020,Saudi,Blue,Full,3.0,Gas,Automatic,3000,Dammam,385000,False
Lexus,ES,2018,Gulf Arabic,Another Color,Full,3.0,Gas,Automatic,90000,Qassim,0,True
Nissan,Altima,1993,Other,Silver,Full,2.5,Gas,Manual,250,Dammam,0,True
Nissan,Land Cruiser Pickup,2014,Saudi,White,Standard,4.8,Gas,Manual,17300,Riyadh,0,True
Toyota,Camry,2017,Other,Silver,Full,2.5,Gas,Automatic,88348,Qassim,70000,False
Toyota,Furniture,2015,Saudi,Grey,Semi Full,2.7,Gas,Automatic,114900,Jeddah,55000,False
Bentley,Flying Spur,2009,Saudi,White,Full,6.0,Gas,Automatic,49000,Makkah,220000,False
Chevrolet,Cruze,2013,Saudi,Grey,Semi Full,1.8,Gas,Automatic,197000,Dammam,14500,False
Chevrolet,Caprice,2015,Saudi,Silver,Standard,6.0,Gas,Automatic,262,Jeddah,0,True
Chevrolet,Tahoe,2020,Saudi,Grey,Standard,5.3,Gas,Automatic,30000,Dammam,155000,False
Mazda,CX9,2014,Saudi,Grey,Full,2.5,Gas,Automatic,1700000,Makkah,0,True
